op;codEntrada;codSaida;descricao;cliente;beneficiamento;setor;pesoUnitario;unidade;valorUnitario
5223;0099.R36000000;0099.R36000000;PORCA QUADRADA DE SOLDA M10;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,012;KG;1,13
5224;PF0P21237-TSU1;SER000281;M18-1,5X13,0 BUJAO CONICA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;14,3;KG;58,06
5225;57200234;57200234;REFORCO DOBRADICA MOVEL FLP SOLDADO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,202;PC;0
5226;0194.R42000000;0194.R42000000;PORCA SEXTAVADA M12;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,015;KG;3,03
5228;57200586;57200586;SUPORTE VAO MOTOR TRATADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,11;PC;0
5229;57200591;57200591;SUPORTE CABO DE VELAS ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,089;PC;1
5230;50048463311;50424673310;TUBO DOBRADICA LD;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,261;PC;3,86
5231;50048703311;50424663310;TUBO DOBRADICA LE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,261;PC;3,86
5232;50045271314;50437401332;PINO 16X69,45 8.8;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,063;PC;0,17
5233;50040902915;50437391332;PINI ESFERICO MAIOR 8,8 8X59,8;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0248;PC;0,4
5235;519466871;519466871Z;PIASTRA SUPORTO TAMP. SOSP. DX;NEO STEEL S.A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;1,323;PC;4,28
5236;519466881;519466881Z;SEM DESCRIÇÃO;NEO STEEL S.A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;1,323;PC;4,28
5240;716179;97623A1;PA SD AC 8.8 M6X1X28 MPOINT DEOL;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,012;KG;1,21
5241;2004010002;2004010002;SEM DESCRIÇÃO;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,496;PC;0
5242;57301365;57301365;EXTENSAO ENTRADA DE AR ESTAMP;IOCHPE MAXION S/A;DECAPAR E OLEAR - RM;RM - DECAPAR;0,113;PC;0
5243;0255.R5003500;0255.R5003500;PORCA SEXTAVADA DE SOLDA C/GUIA M;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,006;KG;1,13
5245;5070306;57200006;TIRANTE M64X3,0X1070;USINAGEM CASTRO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;26,5;PC;87,5
5246;57200502;57200502;REFORCO TETO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,035;PC;0
5255;PF0P36020-TSU1;SER000281;M6X1,0-6H PORCA CILINDRICA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;7;KG;8,05
5256;57200501;57200501;REFORCO DO TETO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,018;PC;0
5257;0107.R21003500;0107.R21003500;PORCA SEXTAVADA M8;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,009;KG;1,13
5258;0139.R20000000;0139.R20000000;PORCA SEXTAVADA M8;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,007;KG;1,13
5259;52209587E;52209587;FLOW GUIDE 265 ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,038;PC;0,77
5260;749004;749004;PINO ESFERICO (USM-179);USIMETAL INDUSTRIAL LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0175;UN;0,13
5261;PF0P47145-TSU1;SER000281;M5-0,8X16 BOTÃO TORX 58;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;5,6;KG;45,42
5262;PF0P66733-TSU1;SER000281;M12-175X40,0 SEXTAVADO 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;45,1;KG;151,27
5263;0209.R31010000;0209.R31010000;PORCA CONICA REDONDA M10;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,02;KG;1,13
5264;57301425;57301425;SUPORTE REFORÇO LE;IOCHPE MAXION S/A;DECAPAR E OLEAR - RM;RM - DECAPAR;0,405;PC;0
5265;57301424;57301424;SUPORTE REFORÇO LD;IOCHPE MAXION S/A;DECAPAR E OLEAR - RM;RM - DECAPAR;0,407;PC;0
5266;192A7760P1;192A7760P1;COMPONENTE DE DISJUNTOR RESIDENCIAL - PRATA QUIMICA;ABB ELETRIFICACAO LTDA;PRATEAGEM - RM;RM - PRATA;0,006;KG;9,29
5268;PF0P67052-TSU1;SER000281;M12-1,50X30 SEXTAVADO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;39,3;KG;34,89
5269;716446;97630A1;PASD3PJOB AC 8.8 M8X1,25X18;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,009;KG;1,1
5270;762;505023863;INSERTO 505023863;USILIDER USINAGEM DE METAIS LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,001;PC;0
5271;INATIVO;INATIVO;CO2910 - OLHAL TIRANTE - ESTAMPADO -04-035-291-001 - ITEM INATIVO;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,0629;PC;0,41
5272;INATIVO;INATIVO;CO4035 TERMINAL AJUSTAVEL TIRANTE 04-035-291-000   - INATIVO;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,0442;UN;0,41
5273;716558;97635 A1;PASD3PJES AC 8.8 M10X1,25X28;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,021;KG;1,1
5274;PF0P40412-TSU1;SER000281;PST4,8-1,6X13F PAN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;3,2;KG;13,14
5282;PF0P60532-TSU1;SER000281;M6-1,0X14(6G)SX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;8,8;KG;29,99
5283;0356.R51010000;0356.R51010000;PORCA SEXTAVADA SOLDA M14;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,02;KG;1,13
5284;716560;97636A1;PA SD 3PJ ES AC 8.8 M6X1X20 RI DEOL (AM);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0062;KG;1,1
5285;AE020120015E;AE020120015;SUPORTE CABO 2 ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,032;PC;0,28
5286;V40538000;V40538000;´SUPORTE ESTR. SUPERIOR 5510;DN AUTOMOTIVOS BRASIL LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,565;PC;0,42
5287;709381;95293 A1;PRI 8.8 M6X1X30 RP 12;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0053;KG;3,28
5288;AE020120025E;AE020120025;REFORCO TE ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,041;PC;0,31
5289;AE020120027E;AE020120027;REFORCO DE ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,037;PC;0,31
5291;PF0P47144-TSU1;SER000281;M6-1,00X22,0 CIL RECART SEXT;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;7;KG;25,92
5292;AE020120004E;AE020120004;ANEL CRAVADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,082;PC;0,64
5293;AE020201050CS;52223412;GUIA DE FLUXO SOLDADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,055;PC;1,01
5294;519569630;519569630;51956963 - BLOCO P FUNDO DE APOIO  DO FAROL - DX;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,242;PC;0,32
5295;AE020120033CS;AE020120033;SUPORTE FILTRO COMPLETO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,034;PC;0,5
5296;CO3480;CO3480;FLANGE SUPERIOR;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ROTATIVO I;0,07;UN;0,8
5297;AE020120037E;AE020120037;SUPORTE CABO 1 ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,064;PC;0,56
5298;798121;97202A3;PASD 3PJOB AC 8.8 M6X1X30 RI ZIT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0072;KG;3,28
5300;785147;96252A1;PASX AC 5.8 M6X1X18 RI BCT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,006;KG;3,28
5301;PF0P43919-TSU1;SER000281;ST 4.2-1.4X8.5C PAN. PHS. ZN INC;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;1,42;KG;5,3
5302;794A593P2;794A593P2F;PLACA METALICA DE FIXAÇÃO;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,002;KG;3,93
5303;CO3490;CO3490;FLANGE INFERIOR LOWER CUP;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ROTATIVO I;0,073;UN;0,8
5305;57301381;57301381;SEM DESCRIÇÃO;IOCHPE MAXION S/A;AGUARDANDO TRATAMENTO;; -   ;PC;0
5306;AE020120024E;AE020120024;REFORCO TD ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,043;PC;0,37
5307;0167.R11003500;0167.R11003500;PORCA QUADRADA SOLDA M6;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,002;KG;1,13
5311;716483;97632 A1;PA MQ PN T40 AC 8.8 M6X1X14;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;0,006;KG;3,59
5312;52205160P;52205160;FILLER HEAD CONFORMADO 358 Ø39,8 (S);***AETHRA SISTEMAS AUTOMOTIVOS S.A;ESTANHO AÇO - RM;RM - ESTANHO;0,075;PC;1,01
5313;286A8634P2;286A8634P2;TERMINAL ELETRICO;ABB ELETRIFICACAO LTDA;ESTANHO ALUMINIO - RM;RM - ESTANHO;0,002;KG;13,69
5314;CO7178E;CO7178Z;SUPORTO REAZIONE;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,371;UN;0,9
5315;CO8327E;3058327001;SUPORTO REAZIONE;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,365;UN;0,9
5316;0140.R20000000;0140.R20000000;SEM DESCRIÇÃO;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR; -   ;KG;1,13
5317;CO4035;CO4035Z;TERMINAL AJUSTAVEL TIRANTE  - ESTAMPADO;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,0629;UN;0,43
5318;CO2910;CO2910Z;OLHAL TIRANTE;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,0442;UN;0,43
5319;172021709CS;172021709R;SUPORTE TANQUE COMPLETO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,153;PC;0,56
5320;123165238RE;123165238R;ANEL DE TRAVAMENTO ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,127;PC;0,8
5321;57200458;57200458;BRACO MOVEL LD ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,353;PC;0
5322;57200457;57200457;BRACO MOVEL LE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,353;PC;0
5323;57200404;57200404;BRACO DE ARTICULACAO ESTAMPADO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,652;PC;0
5324;57200233;57200233;DOBRADICA FIXA FLP SOLDADA LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,332;PC;0
5325;2R2813519E;2R2.813.519;REFORÇO ESQ./DIR.;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,149;PC;6,13
5327;716834;97644A1;COLAR BTC5-R10 GAHL;CISER FIXADORES AUTOMOTIVOS SA;COBREAGEM - RM;RM - COBRE;0,002;KG;5,52
5328;95900100;95900100;SELANTE NANOCERAMICO (NANOMATE 1710);CIA. INDUSTRIAL H. CARLOS SCHNEIDE;SELANTE NANOMATE;ROTATIVO II; -   ;KG;0
5329;795822;1A00403200;PI BT BR10-14 AC 5/16X1.3/4;CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;0,022;KG;3,46
5330;77391690;465295260;SUPORTE FIX. TUBOS;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,1485;PC;0,47
5331;716849;97649 A1;PA SD 3PJES AC 8.8 M6X1X12,2;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL SEM PASSIVAÇÃO - RA2;ROTATIVO II;0,004;KG;7,44
5332;2R2.831.331E;2R2.831.331;REFORCO DA DOBRADICA LE LD;AETHRA POUSO ALEGRE;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,557;PC;5,32
5333;AE40066049;22895934;CONJUNTO SUPORTE COM GANCHO;AETHRA POUSO ALEGRE;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,129;PC;0,6
5335;67243301;67243301;TRAVA COM TRATAMENTO TERMICO LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,024;PC;0,19
5336;67243300;67243300;TRAVA COM TRATAMENTO TERMICO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,024;PC;0,19
5337;5969734E;59697340;ANCORA P CABO FREIO;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - RA1;;0,035;PC;0,16
5339;672433068;672433068;SEM DESCRIÇÃO;IOCHPE MAXION S/A;AGUARDANDO TRATAMENTO;; -   ;PC;0
5340;999002;999002;PARAFUSO;USIMETAL INDUSTRIAL LTDA.;ZINCO PRETO TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,0043;PC;0,01
5341;2R2813590E;2R2.813.590;SUPORTE DIR.;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,443;PC;1,67
5342;2R2813589E;2R2.813.589;CHAPA ESQU.;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,41;PC;1,67
5343;716894;97648 A1;PA PN FL T40 AC 5.6 M8X1,25X70;CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0028;KG;3,24
5344;716893;97647 A1;PA PN NF T40 AC 5.6 M8X1,25X60;CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,025;KG;3,24
5345;716892;97646 A1;PA PN FL T40 AC 5.6 M8X1,25X50;CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,022;KG;3,24
5346;0016.R7000000;0016.R7000000;"PORCA REDONDA 7/16""";NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,024;KG;1,13
5347;50419891310;50419891310;SEM DESCRIÇÃO;IOCHPE MAXION S/A;AGUARDANDO TRATAMENTO;; -   ;PC;0
5348;0321.R43000000;0321.R43000000;PORCA QUADRADA M12;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,028;KG;1,13
5350;CO6042;CO6042;TAMPA( COPERCHIO);METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,206;UN;1,96
5351;PF0P47155-TSU1;SER000281;M6-1,00X16,0 SEXT 8,8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;5,4;KG;19,42
5352;PF0P47157-TSU1;SER000281;M6-1,00X20,00 SEXT 8,8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;5,9;KG;23,55
5354;57201019;57201019;TAMPA ESTAMPADA;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,129;PC;2,5
5355;PF0P47156-TSU1;SER00281;M6-1,00X12,0 LENT SEXT INT;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;4,4;KG;3,77
5357;0009.R20000000;0009.R20000000;PORCA SEXTAVADA M8;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,009;KG;1,13
5358;700.090.006;700.090.006;SEM DESCRIÇÃO;***AETHRA SISTEMAS AUTOMOTIVOS S.A;ESTANHO COBRE - RM;RM - COBRE; -   ;PC;0
5359;700.090.003;700.090.003;SEM DESCRIÇÃO;***AETHRA SISTEMAS AUTOMOTIVOS S.A;ESTANHO COBRE - RM;RM - COBRE; -   ;PC;0
5360;57301000;57301000;SUPORTE LAT ESTAMPADO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,562;PC;3,36
5361;192A8708P1P;192A8708P1P;SPRING GUIDE;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0007;KG;4,71
5370;1315948;1315948;SETOR DE TRAVA COM TRATAMENTO;IOCHPE MAXION S/A;ZN PRETO + DSH + SELANTE - RA2;ROTATIVO II;0,112;PC;0
5371;57201875;57201875;REFORCO MONTANTE POST LE ESTAMPADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,134;PC;6,26
5372;SB8004;SB8004;TAMPA (COPERCHIO) - SOLDADA IAP1000000000;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,22;UN;1,96
5375;717219;97655A1;PA SDPJCIRAC8.8 M8X1,25X25RI;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL SEM PASSIVAÇÃO - RA2;ROTATIVO II;0,1559;KG;6,5
5377;0330.R11000000;0330.R11000000;PORCA QUADRADA DE SOLDA M6;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,005;KG;1,13
5378;707;707;INSERTO 505011300TR;USILIDER USINAGEM DE METAIS LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,003;PC;0,01
5379;716895;97653A1;PA SD AC 8.8 M8X1,25X35 MPOINT DEOL;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,023;KG;1,25
5380;PF0P47158-TSU1;SER000281;M5-0,80X16,0 CAB CIL FL SEXT;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;3,9;KG;3,34
5381;PA6042;PA6042;TAMPA (COPERCHIO) IAP016-042-326-000A;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,206;UN;0
5382;PA3480;PA3480;FLANGE SUPERIOR UPPER CUP IAP010000343885;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,07;UN;0
5383;PF0P60008-TSU1;SER000281;M12-1,50-6GX55 SX 8.8;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;64,7;KG;148,29
5384;CO6042Z;CO6042Z;TAMPA (COPERCHIO) - ZINCADO IAP010000000;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,206;UN;0
5385;52205160E;52205160;FLOW GUIDE BOCAL 358 SOLDADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,075;PC;1,01
5386;57200446;57200446;BATENTE FECH. BANCO POST. REBITADO LD;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,295;PC;0
5387;57200445;57200445;BATENTE FECH. BANCO POST. REBITADO LE;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,294;PC;0
5388;57200462;57200462;SUPORTE CENTRAL FIX BANCO PINTADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,046;PC;0
5389;192A8707P1T;192A8707P1;SEM DESCRIÇÃO;ABB ELETRIFICACAO LTDA;ESTANHO LATÃO - RM;RM - ESTANHO; -   ;KG;7,91
5391;0021.R32010008;0021.R32010008;PORCA QUADRADAC/PILOTO M10;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,021;KG;3,03
5392;CO3480Z;CO3480Z;FLANGE SUPERIOR;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,07;UN;0
5393;CO3490Z;CO3490Z;FLANGE INFERIOR LOWER CUP;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,073;UN;0
5395;17590;17590;PRISIONEIRO M12X45;USINAGEM CASTRO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;0,032;PC;0
5396;17591;17591;PRISIONEIRO M24X100;USINAGEM CASTRO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;0,303;PC;0
5397;CO4298;CO4298;REFORÇO FIXO PARA CHOQUE SX;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,302;UN;3,01
5398;CO4299;CO4299;REFORÇO FIXO PARA CHOQUE DX;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,302;UN;3,01
5399;700.090.007;700.090.007;FILLER HEAD;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,021;PC;0
5400;AE020212004E;52208828;FLOW GUIDE ESTAMPADO 341;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,073;PC;1,01
5401;CO8327Z;3058327001;SUPORTO REAZIONE;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,365;UN;0
5403;794A568P2;794A568P2F;SEM DESCRIÇÃO;ABB ELETRIFICACAO LTDA;ESTANHO COBRE - RM;RM - ESTANHO;0,002;KG;8,15
5404;CO1590E;CO1590Z;CATCHPLATE(HOLDER ASSY) - ESTAMPADO;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,034;UN;0,37
5405;12205;12205;PARAFUSOS/PORCAS/ARRUELAS;USINAGEM CASTRO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO; -   ;KG;0
5406;50053193314;50053193314;SEM DESCRIÇÃO;IOCHPE MAXION S/A;DECAPAR E OLEAR - RM;RM - DECAPAR;0,08;PC;0
5407;5Z0201127KE;5Z0201127K;REFORÇO DIANT.ESTAMPADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,06;PC;1,11
5408;5Z0201127ME;5Z0201127M;REFORÇO TRASEIRO DIR.;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,061;PC;1,11
5409;5Z0201127LE;5Z0201127L;REFORÇO TRASEIRO ESQ.;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,061;PC;1,11
5410;PF0P61500-TSU1;SER000281;SEM DESCRIÇÃO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO + DSH;FOSFATO;43,7;KG;131,28
